종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"0123S0","HANARO 26-12 은행채(AA+이상)액티브","10050","20","0.20","10045.64","10055","10055","10035","233","2338710","61807500000","0","6150000","KIS 은행채2612만기형 지수","108.87","0.08","0.07"
"0091M0","HANARO 27-06 회사채(AA-이상)액티브","10040","0","0.00","10042.32","10050","10050","10040","209","2099500","103612800000","0","10320000","KIS 회사채(AA-이상)2706만기형지수(총수익)","108.16","0.09","0.08"
"448490","HANARO 32-10 국고채액티브","54935","170","0.31","54931.48","54875","54965","54830","1739","95500420","21314780000","0","388000","KAP 32-10 국고채 10년 총수익지수","110.08","0.48","0.44"
"454320","HANARO CAPEX설비투자iSelect","41255","-330","-0.79","41183.22","40875","41820","40845","13010","537479722","101074750000","0","2450000","iSelect CAPEX 설비투자 지수(시장가격)","5923.30","-74.35","-1.24"
"395290","HANARO Fn K-POP&미디어","9345","-95","-1.01","9361.49","9360","9630","9315","280655","2652036740","81301500000","0","8700000","FnGuide K-POP & 미디어 지수","893.24","-12.38","-1.37"
"395280","HANARO Fn K-게임","4030","-80","-1.95","4051.94","4150","4150","4030","25688","105344722","11687000000","0","2900000","FnGuide K-게임 지수","787.02","-13.58","-1.70"
"368190","HANARO Fn K-뉴딜디지털플러스","8955","-195","-2.13","8971.44","9055","9055","8940","10089","90852067","37611000000","0","4200000","FnGuide K-뉴딜 디지털 플러스 지수","2162.10","-41.31","-1.87"
"402460","HANARO Fn K-메타버스MZ","10025","-40","-0.40","10042.37","10020","10165","10010","5568","56109810","7017500000","0","700000","FnGuide K-메타버스 MZ 지수(시장가격)","1613.16","2.26","0.14"
"395270","HANARO Fn K-반도체","29705","-180","-0.60","29704.34","29740","30150","29580","4196135","125607357613","1509014000000","0","50800000","FnGuide K-반도체 지수","8895.21","-121.53","-1.35"
"438900","HANARO Fn K-푸드","12770","-30","-0.23","12772.06","12810","12890","12680","90498","1155974298","21709000000","0","1700000","FnGuide K-푸드 지수 (시장가격)","983.81","-6.81","-0.69"
"367740","HANARO Fn5G산업","27265","-895","-3.18","27200.05","27310","27565","27105","4642","126556565","14995750000","0","550000","FnGuide 5G 산업 지수","4609.14","-59.74","-1.28"
"407300","HANARO Fn골프테마","11665","-70","-0.60","11718.67","11705","11850","11665","616","7266780","6415750000","0","550000","FnGuide 골프 테마 지수","1233.95","-11.85","-0.95"
"381560","HANARO Fn전기&수소차","12600","-215","-1.68","12563.27","12765","12765","12515","4074","51363962","13860000000","0","1100000","FnGuide 전기&수소차 지수 (시장가격)","2853.39","-65.49","-2.24"
"441540","HANARO Fn조선해운","31300","-55","-0.18","31325.55","31145","31745","30815","51160","1597517067","111115000000","0","3550000","FnGuide 조선해운지수","5159.80","-20.01","-0.39"
"381570","HANARO Fn친환경에너지","10530","-230","-2.14","10546.57","10650","10685","10500","17730","187377537","8424000000","0","800000","FnGuide 친환경에너지 지수 (시장가격)","2037.32","-50.89","-2.44"
"479850","HANARO K-뷰티","16085","-155","-0.95","16121.63","16175","16275","15980","79908","1290636327","53080500000","0","3300000","FnGuide K-뷰티 지수","632.88","-6.55","-1.02"
"453060","HANARO KOFR금리액티브(합성)","109860","15","0.01","109833.47","109865","109865","109855","162","17796620","12084600000","0","110000","KOFR 지수","1180.38","0.08","0.01"
"304760","HANARO KRX300","36820","160","0.44","36714.71","36805","37240","36615","181","6673958","14728000000","0","400000","KRX 300","3649.01","-9.78","-0.27"
"322410","HANARO K고배당","24150","255","1.07","24149.64","24160","24530","23895","40776","986800077","39847500000","0","1650000","FnGuide 고배당 알파 지수","3616.39","33.09","0.92"
"332940","HANARO MSCI Korea TR","35590","290","0.82","35508.14","35510","36015","35395","736","26266315","85416000000","0","2400000","MSCI Korea TR Index","3594.14","-1.46","-0.04"
"322400","HANARO e커머스","13605","-135","-0.98","13570.08","13685","13775","13485","13321","181238680","55100250000","0","4050000","FnGuide E커머스 지수","2320.41","-39.84","-1.69"
"473640","HANARO 글로벌금채굴기업","37425","-1790","-4.56","37403.51","36990","37745","36950","132397","4960340737","121631250000","0","3250000","NYSE Arca Gold Miners Index (Price Return)","2958.08","104.13","3.65"
"354350","HANARO 글로벌럭셔리S&P(합성)","22340","50","0.22","22767.39","22955","22955","22285","2329","52045145","17201800000","0","770000","S&P Global Luxury Index","4773.66","-41.50","-0.86"
"461340","HANARO 글로벌생성형AI액티브","29335","-685","-2.28","29524.37","29720","29720","29250","11863","348825717","42535750000","0","1450000","Solactive United States Technology 100 Index(Price Return)","15334.52","-75.05","-0.49"
"424460","HANARO 글로벌워터MSCI(합성)","16700","45","0.27","16686.45","16685","16735","16590","1422","23724385","10020000000","0","600000","MSCI ACWI IMI Water ESG Filtered (Price Return)","2627.41","17.08","0.65"
"401590","HANARO 글로벌탄소배출권선물ICE(합성)","10100","-495","-4.67","10057.36","9940","10115","9940","19902","199921735","5151000000","0","510000","ICE Global Carbon Futures Index(Excess Return)","564.85","-11.38","-1.98"
"0040S0","HANARO 글로벌피지컬AI액티브","17810","-185","-1.03","17832.87","17995","17995","17740","37595","669669415","38291500000","0","2150000","Solactive Physical AI Index","14725.22","69.48","0.47"
"314700","HANARO 농업융복합산업","11975","-70","-0.58","11951.31","12035","12050","11890","1807","21641945","6586250000","0","550000","FnGuide 농업융복합산업 지수(시장가격)","1486.48","-13.01","-0.87"
"486830","HANARO 머니마켓액티브","52405","10","0.02","52402.91","52405","52405","52390","14904","780892945","50308800000","0","960000","KIS-NH Amundi MMF지수","118.11","0.05","0.04"
"432840","HANARO 미국S&P500","18375","-325","-1.74","18424.16","18400","18425","18350","3407","62610355","14700000000","0","800000","S&P 500","6836.17","3.41","0.05"
"498050","HANARO 바이오코리아액티브","16480","-225","-1.35","16432.90","16450","16515","16310","18797","308638379","18128000000","0","1100000","iSelect K-바이오헬스케어","1521.17","-16.67","-1.08"
"476260","HANARO 반도체핵심공정주도주","11835","-335","-2.75","11815.05","11885","12080","11760","214334","2548461113","29587500000","0","2500000","FnGuide 반도체 핵심공정 지수","1626.83","-67.50","-3.98"
"434730","HANARO 원자력iSelect","63300","-475","-0.74","63286.59","63000","64580","62350","709773","45269488315","689970000000","0","10900000","iSelect 원자력지수 (시장가격)","5896.56","-40.76","-0.69"
"0082F0","HANARO 유럽방산","11270","-95","-0.84","11322.60","11375","11375","11245","8828","99434423","9579500000","0","850000","Stoxx 유럽 방산 지수","566.80","14.15","2.56"
"491820","HANARO 전력설비투자","35940","-360","-0.99","35860.27","35855","36455","35480","136401","4908886062","98835000000","0","2750000","iSelect 전력설비투자 지수","9355.66","-131.27","-1.38"
"461500","HANARO 종합채권(AA-이상)액티브","108000","35","0.03","108070.40","108015","108155","107995","375","40539780","83052000000","0","769000","KAP 종합채권 총수익지수(AA-이상)","117.80","0.35","0.30"
"0111J0","HANARO 증권고배당TOP3플러스","17545","1415","8.77","17479.41","16740","18055","16400","1500031","26168717901","63162000000","0","3600000","FnGuide 증권 고배당 TOP3 플러스 지수","6574.51","526.74","8.71"
"495750","HANARO 코리아밸류업","24160","105","0.44","24121.12","24090","24480","24055","609","14798010","51944000000","0","2150000","코리아 밸류업 지수","2458.82","-5.29","-0.21"
"304770","HANARO 코스닥150","18950","-350","-1.81","18959.39","19085","19185","18830","66480","1260763900","26530000000","0","1400000","코스닥 150","1902.19","-44.31","-2.28"
"306530","HANARO 코스닥150선물레버리지","16745","-665","-3.82","16785.65","17090","17240","16585","48378","812242990","6363100000","0","380000","F-코스닥150 지수","2205.74","-42.48","-1.89"
"375760","HANARO 탄소효율그린뉴딜","19125","-30","-0.16","19080.55","19125","19330","18985","3543","67705390","17212500000","0","900000","KRX/S&P 탄소효율 그린뉴딜지수","3242.09","-10.96","-0.34"
"491700","HK 200","82645","445","0.54","82592.30","82480","83765","82100","2658","220610320","70248250000","0","850000","코스피 200","814.59","-1.69","-0.21"
"0000Y0","HK 26-12 회사채(AA-이상)액티브","100375","25","0.02","100393.35","0","0","0","0","0","121453750000","0","1210000","KAP 26-12 크레딧 채권 총수익지수(AA-이상)","108.61","0.08","0.07"
"215620","HK S&P코리아로우볼","18970","380","2.04","18951.59","18855","19000","18855","349","6628365","11951100000","0","630000","S&P Korea 저변동성 지수","14343.39","125.34","0.88"
"0113P0","HK 머니마켓액티브","100800","10","0.01","100790.67","0","0","0","0","0","52214400000","0","518000","KAP 머니마켓 지수(총수익)","115.44","0.05","0.04"
"391670","HK 베스트일레븐액티브","21055","315","1.52","20988.76","20740","21295","20740","1775","36870587","20002250000","0","950000","코스피 200","815.03","-1.25","-0.15"
"472920","HK 종합채권(AA-이상)액티브","101120","105","0.10","101163.52","101090","101120","101090","41","4144720","188184320000","0","1861000","KAP 종합채권 AA- 이상 지수(총수익)","117.64","0.36","0.31"
"472840","ITF 200","81590","-265","-0.32","81581.66","82245","82550","81200","1092","89693205","22437250000","0","275000","코스피 200","814.59","-1.69","-0.21"
"0005G0","ITF K-AI반도체코어테크","26330","-200","-0.75","26318.30","26530","26850","26305","26834","712282617","38178500000","0","1450000","FnGuide K-AI반도체 코어테크 지수","5502.60","-74.88","-1.34"
"0135Y0","ITF 중기종합채권(AA-이상)액티브","100220","50","0.05","100206.50","0","0","0","0","0","107235400000","0","1070000","KIS 중기종합채권 (1~5Y, AA-이상, 총수익)","112.28","0.10","0.09"
"483570","KCGI 미국S&P500 TOP10","14485","-365","-2.46","14543.07","14550","14550","14475","11301","163943565","23176000000","0","1600000","S&P500 Top10 25% Capped Index(PR)","7917.16","-103.03","-1.28"
"069660","KIWOOM 200","81750","-40","-0.05","81734.96","81725","82990","81240","559217","45843499075","731662500000","0","8950000","코스피 200","815.03","-1.25","-0.15"
"294400","KIWOOM 200TR","106775","-110","-0.10","106723.19","106700","108355","106100","193774","20745971058","1633657500000","0","15300000","코스피 200 TR","1072.14","-2.22","-0.21"
"253250","KIWOOM 200선물레버리지","75950","-460","-0.60","75948.22","76145","78430","75250","64910","4968142275","37215500000","0","490000","코스피 200 선물지수","4011.56","-9.11","-0.23"
"253240","KIWOOM 200선물인버스","2315","5","0.22","2299.03","2315","2315","2265","51427","118206845","2083500000","0","900000","코스피 200 선물지수","4011.56","-9.11","-0.23"
"253230","KIWOOM 200선물인버스2X","326","0","0.00","320.31","327","330","317","217657","70301433","2627560000","0","8060000","코스피 200 선물지수","4011.56","-9.11","-0.23"
"464240","KIWOOM 26-09회사채(AA-이상)액티브","52600","65","0.12","52555.53","52545","52605","52540","113","5938090","201458000000","0","3830000","KIS 2609 만기형 크레딧 종합채권 지수(AA-이상)(총수익지수)","116.52","0.06","0.05"
"458210","KIWOOM CD금리액티브(합성)","108950","15","0.01","108893.54","108945","108955","108945","580","63191440","96420750000","0","885000","FnGuide CD91일 금리투자 지수(총수익)","1451.11","0.11","0.01"
"460280","KIWOOM Fn유전자혁신기술","13590","90","0.67","13578.59","13430","13590","13185","2616","34943324","5436000000","0","400000","FnGuide 유전자혁신기술 지수(시장가격)","1181.52","2.38","0.20"
"488200","KIWOOM K-2차전지북미공급망","13065","-155","-1.17","13132.41","13210","13335","13020","15083","197694065","7185750000","0","550000","Solactive K-Battery North America Supply Chain 지수","3263.11","-72.63","-2.18"
"488210","KIWOOM K-반도체북미공급망","17970","-275","-1.51","18001.83","18215","18300","17970","5020","90671020","3594000000","0","200000","Solactive K-Semiconductor North America Supply Chain 지수","3536.17","-75.55","-2.09"
"469790","KIWOOM K-테크TOP10","26365","-180","-0.68","26341.32","26530","26860","26320","2426","64500728","18455500000","0","700000","Solactive K-TechTOP10 Index(PR)","5230.94","-52.29","-0.99"
"100910","KIWOOM KRX100","12855","90","0.71","12833.95","12880","13030","12750","5346","68942174","26995500000","0","2100000","KRX 100","12795.29","-22.37","-0.17"
"435530","KIWOOM TDF2030액티브","14905","-100","-0.67","14918.37","14965","14965","14895","8134","121373405","7452500000","0","500000","Dow Jones Target 2030 Index (Total Return)","572.35","0.52","0.09"
"435540","KIWOOM TDF2040액티브","16495","-175","-1.05","16520.95","16695","16695","16495","2352","38839865","8247500000","0","500000","Dow Jones Target 2040 Index (Total Return)","759.11","0.93","0.12"
"435550","KIWOOM TDF2050액티브","16915","-175","-1.02","16935.52","16985","16985","16900","6659","112703045","8457500000","0","500000","Dow Jones Target 2050 Index (Total Return)","897.42","1.36","0.15"
"104530","KIWOOM 고배당","20690","840","4.23","20642.99","20280","20965","20120","91400","1883336513","52759500000","0","2550000","MKF 웰스 고배당20","20948.15","752.25","3.72"
"148070","KIWOOM 국고채10년","108290","395","0.37","108206.37","108190","108435","108055","109349","11836435810","491203440000","0","4536000","KIS 10년 국고채 지수 (총수익)","16182.81","51.07","0.32"
"167860","KIWOOM 국고채10년레버리지","100110","430","0.43","100021.75","100020","100250","99825","580","57999810","29031900000","0","290000","KIS 10년 국고채 지수 (총수익)","16182.81","51.07","0.32"
"471460","KIWOOM 국고채30년액티브","54730","420","0.77","54711.81","54600","54880","54585","5383","294606925","32838000000","0","600000","KIS-키움 국고채30년 지수(총수익지수)","8960.77","64.64","0.73"
"114470","KIWOOM 국고채3년","109170","20","0.02","109202.77","109245","109255","109170","15525","1695349470","45851400000","0","420000","KTB INDEX(시장가격)","10299.83","7.11","0.07"
